message,category,label_subtype,contains_link,sender_trust_score,link_reputation_score,language_type,ai_generated_score
"Badhai ho! Aap jeete ₹50,000. Claim: http://phish-site.com",spam,general_spam,1,0.04,0.09,Hinglish,0.79
Sarkari yojana: ₹25000 har mahine. YES bhejo,spam,general_spam,0,0.24,1.0,Hinglish,0.95
Did you finish the report?,ham,personal,0,0.97,1.0,English,0.04
Badhai ho! Aap jeete car. Claim: http://phish-site.com,spam,general_spam,1,0.06,0.2,Hinglish,0.97
चेतावनी: आपके खाते में संदिग्ध गतिविधि। कॉल +91-9133432917,spam,general_spam,0,0.0,1.0,Hindi,0.73
Alert: Aapke account mein suspicious activity. Call +91-9486344289,spam,financial_scams,0,0.18,1.0,Hinglish,0.85
जल्दी! आपका ICICI खाता निलंबित। सत्यापित करें: http://phish-site.com,spam,general_spam,1,0.28,0.09,Hindi,0.9
What time is your appointment?,ham,service_updates,0,0.91,1.0,English,0.24
Bank error: Extra ₹50000 credited. Verify: http://phish-site.com,spam,financial_scams,1,0.3,0.03,English,0.87
Your UPI will be deactivated. Verify now: http://phish-site.com,spam,phishing_scams,1,0.1,0.11,English,0.71
Jaldi! Aapka SBI account suspend. Verify: http://phish-site.com,spam,financial_scams,1,0.12,0.04,Hinglish,0.83
Store se bread le aana,ham,personal,0,0.91,1.0,Hinglish,0.15
Your Amazon Prime subscription expiring soon. Renew now,promo,service_updates,0,0.63,1.0,English,0.35
फ्री हो तो कॉल करना,ham,personal,0,0.96,1.0,Hindi,0.21
Your Netflix subscription expired. Update payment: http://phish-site.com,spam,general_spam,1,0.18,0.04,English,0.81
FLASH SALE: 20% OFF on watch. Shop now: http://secure-site.com,promo,promotional_offers,1,0.79,0.78,English,0.59
Government scheme: Get ₹10000 monthly. Send YES,spam,general_spam,0,0.27,1.0,English,0.76
ಎಚ್ಚರಿಕೆ: ನಿಮ್ಮ ಖಾತೆಯಲ್ಲಿ ಸಂಶಯಾಸ್ಪದ ಚಟುವಟಿಕೆ. ಕಾಲ್ +91-9943412599,spam,general_spam,0,0.03,1.0,Kannada,0.96
Did you finish the assignment?,ham,personal,0,0.83,1.0,English,0.14
Kal meeting ka mat bhoolna. Time 1:39,ham,personal,0,0.94,1.0,Hinglish,0.05
Kal meeting ka mat bhoolna. Time 9:07,ham,personal,0,0.97,1.0,Hinglish,0.11
Happy birthday! 🎉 See you tonight!,ham,personal,0,1.0,1.0,English,0.22
"ಹೇ, ನಾಳೆ lunch ಗೆ ಭೇಟಿ ಮಾಡುತ್ತಿದ್ದೀರಾ? ಸಮಯ ತಿಳಿಸಿ",ham,personal,0,0.86,1.0,Kannada,0.16
Your Netflix subscription expiring soon. Renew now,promo,service_updates,0,0.8,1.0,English,0.31
Exclusive deal for you: 40% off,promo,general_promo,0,0.57,1.0,English,0.5
"CONGRATULATIONS! You won ₹50,000. Claim: http://phish-site.com",spam,prize_scams,1,0.06,0.12,English,0.81
Jaldi! Aapka Axis account suspend. Verify: http://phish-site.com,spam,financial_scams,1,0.16,0.13,Hinglish,0.85
Working from home today,ham,personal,0,0.98,1.0,English,0.29
What time is your flight?,ham,personal,0,1.0,1.0,English,0.12
Sarkari yojana: ₹25000 har mahine. YES bhejo,spam,general_spam,0,0.2,1.0,Hinglish,0.76
"14 ನಿಮಿಷ ತಡವಾಗಿ, ಟ್ರಾಫಿಕ್ನಲ್ಲಿ",ham,personal,0,0.94,1.0,Kannada,0.21
What time is your flight?,ham,personal,0,0.94,1.0,English,0.24
जल्दी! आपका SBI खाता निलंबित। सत्यापित करें: http://phish-site.com,spam,general_spam,1,0.26,0.01,Hindi,0.86
"Hey, kal meeting ke liye mil rahe? Time batao",ham,personal,0,0.91,1.0,Hinglish,0.1
Credit card par 5% cashback,promo,general_promo,0,0.77,1.0,Hinglish,0.48
"ಹೇ, ನಾಳೆ dinner ಗೆ ಭೇಟಿ ಮಾಡುತ್ತಿದ್ದೀರಾ? ಸಮಯ ತಿಳಿಸಿ",ham,personal,0,0.81,1.0,Kannada,0.22
Clearance sale: Limited stock available,promo,promotional_offers,0,0.72,1.0,English,0.51
Credit card par 5% cashback,promo,general_promo,0,0.73,1.0,Hinglish,0.54
Free ho toh call karna,ham,personal,0,0.81,1.0,Hinglish,0.13
"हे, कल meeting के लिए मिल रहे? समय बताओ",ham,personal,0,0.86,1.0,Hindi,0.03
Thanks for your help with study,ham,personal,0,0.82,1.0,English,0.01
Your Amazon Prime subscription expiring soon. Renew now,promo,service_updates,0,0.77,1.0,English,0.4
"11 minute late, traffic mein",ham,personal,0,0.83,1.0,Hinglish,0.28
Kal lunch ka mat bhoolna. Time 2:55,ham,personal,0,0.9,1.0,Hinglish,0.03
"36 ನಿಮಿಷ ತಡವಾಗಿ, ಟ್ರಾಫಿಕ್ನಲ್ಲಿ",ham,personal,0,0.84,1.0,Kannada,0.06
Happy birthday! 🎉 See you tonight!,ham,personal,0,0.99,1.0,English,0.09
"हे, कल meeting के लिए मिल रहे? समय बताओ",ham,personal,0,0.93,1.0,Hindi,0.1
स्टोर से bread ले आना,ham,personal,0,0.91,1.0,Hindi,0.1
ನಾಳೆ meeting ಮರೆಯಬೇಡಿ. ಸಮಯ 9:28,ham,personal,0,0.82,1.0,Kannada,0.28
Don't forget about meeting tomorrow at 1:16,ham,personal,0,0.99,1.0,English,0.14
Aadhaar verification failed. Update immediately: http://phish-site.com,spam,general_spam,1,0.28,0.11,English,0.8
Alert: Aapke account mein suspicious activity. Call +91-9854367015,spam,financial_scams,0,0.11,1.0,Hinglish,0.76
सीमित समय: 1 खरीदो 1 मुफ्त। कोड SAVE35,promo,general_promo,0,0.75,1.0,Hindi,0.54
सरकारी योजना: ₹25000 हर महीने। YES भेजें,spam,general_spam,0,0.19,1.0,Hindi,0.86
"31 minute late, traffic mein",ham,personal,0,0.85,1.0,Hinglish,0.14
Flash sale! smartphone par 70% off. Shopping: http://secure-site.com,promo,promotional_offers,1,0.54,0.85,Hinglish,0.51
फ्री हो तो कॉल करना,ham,personal,0,0.89,1.0,Hindi,0.21
Limited time: 1 kharido 1 free. Code SAVE36,promo,general_promo,0,0.55,1.0,Hinglish,0.55
ಸ್ಟೋರ್ನಿಂದ medicine ತೆಗೆದುಕೊಳ್ಳಿ,ham,personal,0,0.96,1.0,Kannada,0.11
Free ho toh call karna,ham,personal,0,0.94,1.0,Hinglish,0.1
Special offer: laptop at 20% discount,promo,promotional_offers,0,0.59,1.0,English,0.39
"17 मिनट लेट, ट्रैफिक में",ham,personal,0,0.93,1.0,Hindi,0.21
Loan approve! ₹50000 mil raha. Documents nahi. Reply YES,spam,financial_scams,0,0.04,1.0,Hinglish,0.89
Can you pick up medicine from the store?,ham,personal,0,0.85,1.0,English,0.2
See you at mall,ham,personal,0,0.81,1.0,English,0.02
Can you pick up bread from the store?,ham,personal,0,0.92,1.0,English,0.19
"हे, कल meeting के लिए मिल रहे? समय बताओ",ham,personal,0,0.9,1.0,Hindi,0.29
ಕ್ರೆಡಿಟ್ ಕಾರ್ಡ್ನಲ್ಲಿ 15% ಕ್ಯಾಶ್‌ಬ್ಯಾಕ್,promo,general_promo,0,0.67,1.0,Kannada,0.37
"Hey, are we meeting for lunch today? Let me know",ham,personal,0,1.0,1.0,English,0.24
Did you finish the presentation?,ham,personal,0,0.98,1.0,English,0.19
बधाई! आपने MacBook जीता। दावा करें: http://phish-site.com,spam,general_spam,1,0.27,0.08,Hindi,0.71
Jaldi! Aapka Axis account suspend. Verify: http://phish-site.com,spam,financial_scams,1,0.09,0.02,Hinglish,0.82
स्टोर से milk ले आना,ham,personal,0,0.83,1.0,Hindi,0.2
सरकारी योजना: ₹25000 हर महीने। YES भेजें,spam,general_spam,0,0.11,1.0,Hindi,0.86
Your package delivery failed. Confirm address: http://phish-site.com,spam,general_spam,1,0.06,0.17,English,0.85
ಲೋನ್ ಅನುಮೋದಿತ! ₹5000 ಸಿಗುತ್ತಿದೆ. ಯಾವುದೇ ದಾಖಲೆಗಳಿಲ್ಲ. YES ಉತ್ತರಿಸಿ,spam,general_spam,0,0.14,1.0,Kannada,0.78
Special offer: 70% discount,promo,promotional_offers,0,0.75,1.0,Hinglish,0.32
Aapka Amazon Prime subscription jald khatam. Renew karo,promo,service_updates,0,0.57,1.0,Hinglish,0.54
Aaj flight kab hai?,ham,personal,0,0.97,1.0,Hinglish,0.26
Meeting rescheduled to 1:20,ham,personal,0,0.99,1.0,English,0.17
Thanks for your help with study,ham,personal,0,0.99,1.0,English,0.06
आपका Amazon Prime सब्सक्रिप्शन जल्द खत्म। नवीनीकरण करें,promo,general_promo,0,0.59,1.0,Hindi,0.51
ಎಚ್ಚರಿಕೆ: ನಿಮ್ಮ ಖಾತೆಯಲ್ಲಿ ಸಂಶಯಾಸ್ಪದ ಚಟುವಟಿಕೆ. ಕಾಲ್ +91-7601916743,spam,general_spam,0,0.0,1.0,Kannada,0.87
"Hey, kal meeting ke liye mil rahe? Time batao",ham,personal,0,0.88,1.0,Hinglish,0.2
You are selected for ₹10000 cash prize. Call +91-7072419593,spam,prize_scams,0,0.08,1.0,English,0.97
ಸರ್ಕಾರಿ ಯೋಜನೆ: ₹5000 ಪ್ರತಿ ತಿಂಗಳು. YES ಕಳುಹಿಸಿ,spam,general_spam,0,0.06,1.0,Kannada,0.98
Badhai ho! Aap jeete MacBook. Claim: http://phish-site.com,spam,general_spam,1,0.14,0.05,Hinglish,0.82
"38 ನಿಮಿಷ ತಡವಾಗಿ, ಟ್ರಾಫಿಕ್ನಲ್ಲಿ",ham,personal,0,0.8,1.0,Kannada,0.26
Doctor appointment confirmed for 6:31,ham,service_updates,0,0.95,1.0,English,0.11
आज meeting कब है?,ham,personal,0,0.83,1.0,Hindi,0.25
Call me when you're free,ham,personal,0,0.96,1.0,English,0.09
"CONGRATULATIONS! You won ₹50,000. Claim: http://phish-site.com",spam,prize_scams,1,0.23,0.01,English,0.77
Limited time: Buy 1 Get 1 Free on home. Code: SAVE16,promo,general_promo,0,0.56,1.0,English,0.33
Bank error: Extra ₹5000 credited. Verify: http://phish-site.com,spam,financial_scams,1,0.0,0.11,English,0.79
"32 minute late, traffic mein",ham,personal,0,0.86,1.0,Hinglish,0.16
"Hey, kal lunch ke liye mil rahe? Time batao",ham,personal,0,0.88,1.0,Hinglish,0.14
Store se bread le aana,ham,personal,0,0.87,1.0,Hinglish,0.2
Badhai ho! Aap jeete iPhone 15. Claim: http://phish-site.com,spam,general_spam,1,0.1,0.06,Hinglish,0.96
बधाई! आपने iPhone 15 जीता। दावा करें: http://phish-site.com,spam,general_spam,1,0.12,0.15,Hindi,0.73
"Running 21 minutes late, stuck in traffic",ham,personal,0,0.95,1.0,English,0.03
"6 मिनट लेट, ट्रैफिक में",ham,personal,0,0.91,1.0,Hindi,0.26
क्रेडिट कार्ड पर 15% कैशबैक,promo,general_promo,0,0.59,1.0,Hindi,0.35
Tax refund of ₹50000 approved. Claim: http://phish-site.com,spam,general_spam,1,0.3,0.02,English,0.85
Alert: Aapke account mein suspicious activity. Call +91-9516713271,spam,financial_scams,0,0.24,1.0,Hinglish,0.78
फ्री हो तो कॉल करना,ham,personal,0,0.91,1.0,Hindi,0.17
Free shipping on orders above ₹5000,promo,general_promo,0,0.57,1.0,English,0.32
ತ್ವರಿತ! ನಿಮ್ಮ SBI ಖಾತೆ ನಿಲ್ಲಿಸಲಾಗಿದೆ. ಧೃಡೀಕರಿಸಿ: http://phish-site.com,spam,general_spam,1,0.07,0.2,Kannada,0.9
फ्लैश सेल! laptop पर 50% छूट। खरीदारी: http://secure-site.com,promo,general_promo,1,0.71,0.77,Hindi,0.37
Aapka Netflix subscription jald khatam. Renew karo,promo,service_updates,0,0.59,1.0,Hinglish,0.58
Sarkari yojana: ₹25000 har mahine. YES bhejo,spam,general_spam,0,0.24,1.0,Hinglish,0.95
Flash sale! headphones par 50% off. Shopping: http://secure-site.com,promo,promotional_offers,1,0.62,0.72,Hinglish,0.31
Did you finish the presentation?,ham,personal,0,0.82,1.0,English,0.11
सीमित समय: 1 खरीदो 1 मुफ्त। कोड SAVE46,promo,general_promo,0,0.67,1.0,Hindi,0.37
SECURITY ALERT: Suspicious login detected. Secure account: http://phish-site.com,spam,financial_scams,1,0.17,0.08,English,0.72
Your package delivery failed. Confirm address: http://phish-site.com,spam,general_spam,1,0.22,0.18,English,0.74
"8 minute late, traffic mein",ham,personal,0,0.87,1.0,Hinglish,0.3
ಕ್ರೆಡಿಟ್ ಕಾರ್ಡ್ನಲ್ಲಿ 10% ಕ್ಯಾಶ್‌ಬ್ಯಾಕ್,promo,general_promo,0,0.53,1.0,Kannada,0.5
"Badhai ho! Aap jeete ₹50,000. Claim: http://phish-site.com",spam,general_spam,1,0.0,0.17,Hinglish,0.99
Loan approve! ₹10000 mil raha. Documents nahi. Reply YES,spam,financial_scams,0,0.16,1.0,Hinglish,0.86
Free shipping on orders above ₹50000,promo,general_promo,0,0.62,1.0,English,0.58
Special offer: 40% discount,promo,promotional_offers,0,0.65,1.0,Hinglish,0.5
Free shipping on orders above ₹5000,promo,general_promo,0,0.51,1.0,English,0.59
Can you pick up bread from the store?,ham,personal,0,0.89,1.0,English,0.28
बधाई! आपने MacBook जीता। दावा करें: http://phish-site.com,spam,general_spam,1,0.11,0.08,Hindi,0.83
ಸ್ಟೋರ್ನಿಂದ bread ತೆಗೆದುಕೊಳ್ಳಿ,ham,personal,0,0.95,1.0,Kannada,0.29
Kal meeting ka mat bhoolna. Time 5:00,ham,personal,0,0.82,1.0,Hinglish,0.16
Loan approve! ₹25000 mil raha. Documents nahi. Reply YES,spam,financial_scams,0,0.17,1.0,Hinglish,0.82
"हे, कल dinner के लिए मिल रहे? समय बताओ",ham,personal,0,0.89,1.0,Hindi,0.05
Package will be delivered today between 7-5,ham,personal,0,0.96,1.0,English,0.14
चेतावनी: आपके खाते में संदिग्ध गतिविधि। कॉल +91-7201271403,spam,general_spam,0,0.29,1.0,Hindi,0.85
Clearance sale: Limited stock available,promo,promotional_offers,0,0.8,1.0,English,0.43
FLASH SALE: 60% OFF on headphones. Shop now: http://secure-site.com,promo,promotional_offers,1,0.66,0.77,English,0.46
Package will be delivered today between 10-6,ham,personal,0,0.91,1.0,English,0.24
"43 minute late, traffic mein",ham,personal,0,0.91,1.0,Hinglish,0.02
चेतावनी: आपके खाते में संदिग्ध गतिविधि। कॉल +91-8706833431,spam,general_spam,0,0.24,1.0,Hindi,0.95
URGENT: Your Axis account suspended. Verify now: http://phish-site.com,spam,financial_scams,1,0.25,0.11,English,0.83
Your package delivery failed. Confirm address: http://phish-site.com,spam,general_spam,1,0.11,0.19,English,0.78
Get 5% cashback on credit card spends,promo,general_promo,0,0.78,1.0,English,0.56
Special offer: 30% discount,promo,promotional_offers,0,0.52,1.0,Hinglish,0.48
Government scheme: Get ₹10000 monthly. Send YES,spam,general_spam,0,0.03,1.0,English,0.89
Special offer: 50% discount,promo,promotional_offers,0,0.69,1.0,Hinglish,0.58
"Hey, are we meeting for lunch today? Let me know",ham,personal,0,0.91,1.0,English,0.24
FLASH SALE: 60% OFF on watch. Shop now: http://secure-site.com,promo,promotional_offers,1,0.79,0.78,English,0.36
Government scheme: Get ₹50000 monthly. Send YES,spam,general_spam,0,0.29,1.0,English,0.88
Your package delivery failed. Confirm address: http://phish-site.com,spam,general_spam,1,0.16,0.07,English,0.88
सीमित समय: 1 खरीदो 1 मुफ्त। कोड SAVE32,promo,general_promo,0,0.75,1.0,Hindi,0.55
Alert: Aapke account mein suspicious activity. Call +91-8317034890,spam,financial_scams,0,0.18,1.0,Hinglish,0.99
आज flight कब है?,ham,personal,0,1.0,1.0,Hindi,0.05
Aapka Spotify subscription jald khatam. Renew karo,promo,service_updates,0,0.62,1.0,Hinglish,0.52
Free ho toh call karna,ham,personal,0,0.98,1.0,Hinglish,0.27
Package will be delivered today between 12-4,ham,personal,0,0.84,1.0,English,0.15
Weekend special: Extra 40% off. Shop: http://secure-site.com,promo,general_promo,1,0.68,0.76,English,0.6
Store se milk le aana,ham,personal,0,0.94,1.0,Hinglish,0.04
Can you pick up milk from the store?,ham,personal,0,0.87,1.0,English,0.06
Can you pick up milk from the store?,ham,personal,0,0.99,1.0,English,0.26
Government scheme: Get ₹50000 monthly. Send YES,spam,general_spam,0,0.16,1.0,English,0.89
Happy birthday! 🎉 See you tonight!,ham,personal,0,0.83,1.0,English,0.02
Your OTP is 137318. Do not share,ham,service_updates,0,0.84,1.0,English,0.05
Jaldi! Aapka Axis account suspend. Verify: http://phish-site.com,spam,financial_scams,1,0.26,0.04,Hinglish,0.7
Limited time: 1 kharido 1 free. Code SAVE32,promo,general_promo,0,0.72,1.0,Hinglish,0.5
Thanks for your help with work,ham,personal,0,0.97,1.0,English,0.08
Don't forget about dinner tomorrow at 10:42,ham,personal,0,0.89,1.0,English,0.02
Loan approve! ₹5000 mil raha. Documents nahi. Reply YES,spam,financial_scams,0,0.09,1.0,Hinglish,0.9
Your device has virus. Download antivirus: http://phish-site.com,spam,general_spam,1,0.04,0.18,English,0.79
Tax refund of ₹10000 approved. Claim: http://phish-site.com,spam,general_spam,1,0.28,0.1,English,0.99
Call me when you're free,ham,personal,0,0.86,1.0,English,0.14
Your package delivery failed. Confirm address: http://phish-site.com,spam,general_spam,1,0.19,0.1,English,0.88
Badhai ho! Aap jeete iPhone 15. Claim: http://phish-site.com,spam,general_spam,1,0.26,0.01,Hinglish,0.92
Working from home today,ham,personal,0,0.87,1.0,English,0.17
कल dinner का मत भूलना। समय 8:42,ham,personal,0,0.95,1.0,Hindi,0.12
"Badhai ho! Aap jeete ₹50,000. Claim: http://phish-site.com",spam,general_spam,1,0.1,0.03,Hinglish,0.76
Bank error: Extra ₹10000 credited. Verify: http://phish-site.com,spam,financial_scams,1,0.26,0.17,English,0.73
ನಿಮ್ಮ Netflix ಚಂದಾದಾರಿಕೆ ಶೀಘ್ರದಲ್ಲೇ ಮುಗಿಯುತ್ತದೆ. ನವೀಕರಿಸಿ,promo,general_promo,0,0.65,1.0,Kannada,0.33
Free shipping on orders above ₹10000,promo,general_promo,0,0.72,1.0,English,0.35
Jaldi! Aapka ICICI account suspend. Verify: http://phish-site.com,spam,financial_scams,1,0.03,0.04,Hinglish,0.77
Loan approved! Get ₹50000 instantly. No documents. Reply YES,spam,financial_scams,0,0.25,1.0,English,0.74
Loan approve! ₹5000 mil raha. Documents nahi. Reply YES,spam,financial_scams,0,0.26,1.0,Hinglish,0.94
ಸರ್ಕಾರಿ ಯೋಜನೆ: ₹10000 ಪ್ರತಿ ತಿಂಗಳು. YES ಕಳುಹಿಸಿ,spam,general_spam,0,0.24,1.0,Kannada,0.78
ಸರ್ಕಾರಿ ಯೋಜನೆ: ₹5000 ಪ್ರತಿ ತಿಂಗಳು. YES ಕಳುಹಿಸಿ,spam,general_spam,0,0.21,1.0,Kannada,0.72
New laptop collection launched! Use code SAVE40,promo,general_promo,0,0.65,1.0,English,0.55
